date,ts,total_positives,student_positives,staff_positives,faculty_positives,tests_administered,cumulative_total_positives,total_positives_rolling_avg,cumulative_student_positives,student_positives_rolling_avg,cumulative_staff_positives,staff_positives_rolling_avg,cumulative_faculty_positives,faculty_positives_rolling_avg,cumulative_tests_administered,tests_administered_rolling_avg
10/4/2021,1633320000000,1,1,0,0,5485,1757,2,1344,0.5714285714285714,415,1.2857142857142858,17,0.14285714285714285,1308655,3492.8571428571427
10/5/2021,1633406400000,1,1,0,0,5124,1758,1.8571428571428572,1345,0.42857142857142855,415,1.2857142857142858,17,0.14285714285714285,1313779,3483.5714285714284
10/6/2021,1633492800000,5,3,2,0,4949,1763,1.7142857142857142,1348,0.7142857142857143,417,1,17,0,1318728,3491.285714285714
10/7/2021,1633579200000,1,1,0,0,5275,1764,1.8571428571428572,1349,0.8571428571428571,417,1,17,0,1324003,3496.285714285714
10/8/2021,1633665600000,5,1,4,0,772,1769,1.8571428571428572,1350,1,421,0.8571428571428571,17,0,1324775,3504
10/9/2021,1633752000000,0,0,0,0,151,1769,1.8571428571428572,1350,1,421,0.8571428571428571,17,0,1324926,3482.5714285714284
10/10/2021,1633838400000,0,0,0,0,861,1769,1.8571428571428572,1350,1,421,0.8571428571428571,17,0,1325787,3231
10/11/2021,1633924800000,3,0,3,0,2705,1772,2.142857142857143,1350,0.8571428571428571,424,1.2857142857142858,17,0,1328492,2833.8571428571427
10/12/2021,1634011200000,2,0,2,0,3837,1774,2.2857142857142856,1350,0.7142857142857143,426,1.5714285714285714,17,0,1332329,2650
10/13/2021,1634097600000,2,2,0,0,6735,1776,1.8571428571428572,1352,0.5714285714285714,426,1.2857142857142858,17,0,1339064,2905.1428571428573
10/14/2021,1634184000000,10,7,3,0,5709,1786,3.142857142857143,1359,1.4285714285714286,429,1.7142857142857142,17,0,1344773,2967.1428571428573
10/15/2021,1634270400000,4,3,1,0,1543,1790,3,1362,1.7142857142857142,430,1.2857142857142858,17,0,1346316,3077.285714285714
10/16/2021,1634356800000,2,2,0,0,204,1792,3.2857142857142856,1364,2,430,1.2857142857142858,17,0,1346520,3084.8571428571427
10/17/2021,1634443200000,0,0,0,0,2556,1792,3.2857142857142856,1364,2,430,1.2857142857142858,17,0,1349076,3327
10/18/2021,1634529600000,7,2,5,0,5562,1799,3.857142857142857,1366,2.2857142857142856,435,1.5714285714285714,17,0,1354638,3735.1428571428573
10/19/2021,1634616000000,3,2,1,0,4991,1802,4,1368,2.5714285714285716,436,1.4285714285714286,17,0,1359629,3900
10/20/2021,1634702400000,3,1,2,0,4745,1805,4.142857142857143,1369,2.4285714285714284,438,1.7142857142857142,17,0,1364374,3615.714285714286
10/21/2021,1634788800000,1,1,0,0,5345,1806,2.857142857142857,1370,1.5714285714285714,438,1.2857142857142858,17,0,1369719,3563.714285714286
10/22/2021,1634875200000,8,3,4,1,756,1814,3.4285714285714284,1373,1.5714285714285714,442,1.7142857142857142,18,0.14285714285714285,1370475,3451.285714285714
10/23/2021,1634961600000,1,0,1,0,255,1815,3.2857142857142856,1373,1.2857142857142858,443,1.8571428571428572,18,0.14285714285714285,1370730,3458.5714285714284
10/24/2021,1635048000000,0,0,0,0,2610,1815,3.2857142857142856,1373,1.2857142857142858,443,1.8571428571428572,18,0.14285714285714285,1373340,3466.285714285714
10/25/2021,1635134400000,5,3,2,0,5530,1820,3,1376,1.4285714285714286,445,1.4285714285714286,18,0.14285714285714285,1378870,3461.714285714286
